,Gender,Age,Educational_Level,Income_LevelM,Ewaste_Awareness,If_yes,Policy_Awareness,Life_Expect_AC,Life_Expect_Lap,Life_Expect_LED,Life_Expect_Washing_Machine,Life_Expect_Cal,Life_Expect_Mobile,Awareness_EWaste_Center,Preferable_Method_to_Dispose_EWaste,WTE_frige,WTE_TV,WTE_LED,WTE_Printer,WTE_vedio_cam,WTE_Land_Phone,Satisfaction_Current_EWaste_Mngt,Caring_Convinence,Responsible_Party,Believe_adverse_effect_EWaste_Human,Believe_adverse_effect_EWaste_Env,Need_for_Further_Awareness,WTP_for_Effective_Ewaste_Disposal,District_Anuradhapura,District_Badulla,District_Batticaloa,District_Colombo,District_Galle,District_Gampaha,District_Hambantota,District_Jaffna,District_Kalutara,District_Kandy,District_Kegalle,District_Kilinochchi,District_Kurunegala,District_Mannar,District_Matale,District_Matara,District_Monaragala,District_Mullaitivu,District_Nuwara Eliya,District_Polonnaruwa,District_Puttalam,District_Ratnapura,District_Trincomalee,District_Vavuniya,IF_not_Y_I demand the scrap value of the item to be paid by the recycler.,IF_not_Y_Inability to accept payment.,IF_not_Y_It is not ideal to expect everyone to pay for disposing an item. It will create a friction for the general public.,IF_not_Y_Keeping used items in memory,IF_not_Y_Lack of enough income.,IF_not_Y_Lack of relevant information,IF_not_Y_Lack of relevant information.,IF_not_Y_Manufacturing companies have to pay.,"IF_not_Y_Parts and components can be reused,therefore, no need to pay. ",IF_not_Y_Payment should not be required. It should be a service,IF_not_Y_The government must pay.,IF_not_Y_The value of the disposal cannot be accurately estimated.,IF_not_Y_They can earn by recycling e waste,"IF_not_Y_Through the collection of e-waste, that person or company can take the possible use of that, as a one being aware about those aspects which the commoners might not have. So there is no need to pay for that as it’s a win-win situation for both the collector and the disposer.",IF_not_Y_Why should i pay back after all spending a bigger amount to buy the equipment,Reasons_discard_RepairCost_ The cost of repairs is high ,Reasons_discard_RepairCost_The cost of repairs is high,Reasons_discard_InabRepair_ inability to repair,Reasons_discard_InabRepair_Inability to repair,Reasons_discard_Update_Having to update,Still_Usable_OutCombus_Outdoor combustion,Still_Usable_RecyCent_Transfer to a recycling center,Still_Usable_SaleScrapMetal_Sale to scrap metal collectors,Still_Usable_Resale_Resale,Still_Usable_Reuse_Reuse,Broken_EEE_GenWaste_Disposal as general waste ,Broken_EEE_OutCombus_ Outdoor combustion in the open air,Broken_EEE_OutCombus_Outdoor combustion,Broken_EEE_RecyCent_Transfer to a recycling center,Broken_EEE_Repair_Repair by a technician,Broken_EEE_SaleScrapMetal_Sale to scrap metal collectors,Broken_EEE_Resale_Resale,Broken_EEE_StoreHome_ Store at home,Broken_EEE_StoreHome_Store at home
203,1,23,Undergraduate,0,1,1,0,3,2,1,3,2,1,0,1,1,1,1,1,1,1,3,3,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
204,0,24,Diploma,1,0,1,1,2,2,1,3,3,2,1,3,0,0,0,0,0,0,3,3,1,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,23,Undergraduate,0,0,1,0,4,4,1,4,4,4,0,1,1,1,0,0,0,1,3,3,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
206,0,23,Undergraduate,0,1,1,0,4,4,2,4,3,4,0,2,1,1,1,1,1,1,3,4,4,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
207,1,25,Diploma,2,1,1,1,3,3,3,3,3,3,0,1,1,1,1,1,1,1,3,2,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,23,Undergraduate,0,0,1,0,2,2,2,2,2,2,-1,2,1,0,1,1,0,0,2,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,27,Graduate,4,1,1,0,4,2,2,3,3,2,1,1,1,1,1,1,1,1,3,3,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
210,1,22,Undergraduate,0,1,1,0,4,4,1,4,4,4,0,3,1,1,1,1,1,1,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
211,0,22,Undergraduate,0,1,1,0,4,3,1,4,1,2,-1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,1,22,Undergraduate,0,1,1,0,4,3,2,4,4,3,-1,1,1,1,0,1,1,1,3,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
213,1,24,Undergraduate,0,1,1,0,3,3,3,4,4,3,0,2,1,1,1,1,1,1,2,4,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
214,1,21,Undergraduate,0,1,1,1,4,4,4,4,2,4,-1,3,1,1,0,0,1,1,2,3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,23,Undergraduate,0,1,1,0,4,4,1,4,4,4,0,1,1,1,0,1,0,0,1,4,2,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,1,21,Diploma,0,1,1,1,3,4,2,3,2,4,0,1,1,0,0,0,0,0,3,4,0,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
217,0,23,Undergraduate,0,1,1,1,4,4,4,4,4,4,1,3,1,1,1,1,1,1,1,3,1,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
218,0,23,Undergraduate,0,1,1,0,4,4,4,4,4,4,0,1,1,1,0,1,1,0,3,3,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
219,0,32,Graduate,5,1,1,0,4,4,2,4,4,4,-1,3,1,1,1,1,1,1,2,2,6,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
220,0,33,Masters,6,1,1,0,4,4,2,4,4,4,0,3,1,1,0,1,1,0,1,4,6,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
221,0,51,Graduate,5,1,1,1,4,4,4,4,4,4,1,1,1,1,0,1,1,0,4,1,1,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
222,1,44,Graduate,6,1,1,0,4,4,1,4,4,4,0,1,1,1,0,0,1,0,3,4,0,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
223,1,31,Graduate,3,0,1,0,4,4,4,4,4,4,0,1,1,1,1,1,1,1,2,4,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
224,1,32,Undergraduate,6,1,1,0,4,4,3,4,3,3,0,1,1,1,1,1,1,1,1,2,2,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,1,32,Diploma,3,1,1,0,4,4,3,4,4,4,-1,3,1,1,1,1,1,1,1,4,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,0,22,Undergraduate,0,1,1,0,4,4,1,4,4,4,0,3,1,1,1,1,0,1,1,2,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
227,0,26,Diploma,2,1,1,1,4,4,1,4,3,4,1,3,1,1,1,1,1,1,2,5,1,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
228,1,58,Masters,4,1,1,0,4,3,3,4,4,3,0,3,1,1,1,1,1,1,2,4,0,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,0,23,Undergraduate,0,0,1,1,2,1,2,4,3,4,-1,3,0,1,1,0,1,1,4,3,3,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
230,1,31,Diploma,3,1,1,1,4,3,2,3,1,2,1,1,1,0,0,1,1,0,4,3,1,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
231,1,23,Undergraduate,0,0,1,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,2,0,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,0,23,Undergraduate,0,0,1,0,2,3,2,3,1,3,1,1,1,1,1,1,1,1,3,4,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
233,0,23,Diploma,1,0,1,1,4,4,4,4,4,4,1,3,1,1,1,1,1,1,2,3,0,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,25,Undergraduate,1,1,1,1,4,4,1,4,3,3,1,1,1,0,0,0,0,0,3,3,1,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,24,Undergraduate,4,1,1,0,4,3,2,4,4,3,-1,1,1,1,1,1,1,1,2,3,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
236,0,24,Undergraduate,0,1,1,0,4,3,2,4,4,3,-1,1,1,1,1,1,1,1,5,2,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
237,1,25,Undergraduate,1,1,1,0,4,4,3,4,4,3,0,1,1,1,0,1,1,0,3,3,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
238,0,25,Undergraduate,1,1,1,0,2,4,1,3,4,4,-1,1,1,1,1,1,1,1,3,2,1,4,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
239,0,25,Undergraduate,2,1,1,1,4,4,2,4,3,4,1,3,1,1,0,1,1,1,3,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
240,1,24,Undergraduate,1,1,1,1,4,4,4,4,4,4,-1,1,1,1,1,1,1,1,3,2,0,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,24,Undergraduate,5,1,1,0,4,4,2,4,2,4,0,1,1,1,0,1,1,0,2,3,1,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
242,1,24,Undergraduate,3,1,1,1,4,4,4,4,4,4,-1,2,1,1,0,1,1,0,2,2,1,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
243,1,24,Undergraduate,1,0,1,0,4,4,4,4,4,4,-1,1,1,1,1,1,1,1,3,2,0,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
244,1,25,Undergraduate,0,1,1,0,4,4,3,4,4,4,0,1,1,1,1,1,1,1,3,3,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
245,1,29,Graduate,6,1,1,0,4,3,1,4,3,2,1,1,1,1,0,1,0,0,2,3,1,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
246,1,28,Masters ,6,1,1,0,4,4,4,4,3,4,0,2,1,1,0,1,0,0,3,4,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
247,1,27,Graduate,0,1,1,0,4,4,3,4,4,3,0,1,1,1,1,1,1,1,3,3,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
248,1,36,Graduate,6,1,1,0,4,4,4,4,4,3,0,1,1,1,1,1,1,1,2,2,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,22,Undergraduate,0,1,1,0,3,2,1,3,3,2,0,1,1,1,0,0,0,0,1,3,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
250,1,25,Graduate,0,1,1,0,3,4,1,2,2,3,-1,2,1,0,1,0,1,0,2,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251,1,34,Diploma,5,1,1,1,4,4,2,4,2,2,-1,1,1,1,1,1,1,1,1,1,1,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,1,59,Diploma,2,0,1,0,3,2,1,3,1,3,1,1,1,1,0,1,0,1,3,2,1,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1,50,Grade 8,2,0,1,0,3,4,1,4,2,4,0,3,1,1,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,0,22,Undergraduate,0,1,1,0,1,3,4,4,3,2,-1,3,1,1,1,1,1,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
255,0,24,Graduate,0,1,1,0,4,3,2,4,4,2,-1,1,1,1,1,1,1,1,3,4,1,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
256,1,25,Graduate,2,1,1,1,4,4,1,4,4,4,-1,2,1,1,1,1,1,1,1,3,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
257,1,30,Graduate,3,0,1,0,2,4,4,4,4,4,-1,1,1,1,1,1,1,1,3,4,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,1,25,G.C.E. A/L,2,0,1,1,4,4,2,4,4,4,-1,3,0,0,0,0,0,0,4,3,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
259,1,32,Graduate,3,1,1,0,4,4,2,3,2,3,-1,1,1,1,0,1,1,1,1,3,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
260,0,27,G.C.E. A/L,2,1,1,0,4,3,1,4,1,4,-1,3,1,0,0,1,0,0,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,23,Undergraduate,0,1,1,1,4,4,1,4,1,3,0,1,1,1,0,1,1,0,3,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,0,27,G.C.E. O/L,1,0,1,0,4,3,1,4,1,2,-1,1,1,1,1,1,1,1,3,3,6,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
263,0,24,Undergraduate,2,0,1,0,4,3,2,4,4,3,0,2,1,1,0,1,1,1,3,1,0,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
264,0,23,Undergraduate,0,0,1,1,4,4,4,2,2,3,-1,3,0,1,0,1,1,1,3,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,1,23,Undergraduate,0,1,1,0,4,4,2,4,3,4,-1,1,1,1,1,1,1,1,1,4,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,1,23,Undergraduate,0,1,1,0,4,4,3,4,4,4,1,1,1,1,1,1,1,1,2,3,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267,0,36,G.C.E. A/L,1,1,1,1,4,4,4,4,4,4,0,3,1,0,0,1,0,1,3,1,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
268,0,42,G.C.E. O/L,0,0,1,0,2,3,3,2,3,3,0,1,1,1,0,1,1,0,3,5,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
269,1,20,G.C.E. A/L,2,0,1,0,4,4,4,4,4,4,0,2,1,0,1,1,0,1,5,1,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
270,0,18,G.C.E. O/L,0,1,1,1,3,3,1,2,3,2,1,3,0,1,0,1,0,1,1,3,1,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
271,0,36,G.C.E. O/L,0,0,1,0,4,1,1,1,1,1,0,3,1,1,1,0,1,0,2,5,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
272,1,20,G.C.E. O/L,0,1,1,1,4,4,2,4,4,4,1,2,1,1,1,1,1,1,1,1,1,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
